ID,Nhóm,Điểm tổng,Điểm tối đa,Điểm quy đổi,"Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 1.8 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2.6 tỷ trên căn, ...","Anh Nguyễn Văn A có mong muốn mua chung cư. Giá chung cư là 2.8 tỷ trên căn, ...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2020} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2022} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2024} để chắc chắn...","Cần chọn tối thiểu bao nhiêu số trong tập A = {1, 2, 3, …, 2026} để chắc chắn...",TRR-3,TRR-4,TRR-5,Đúng sai về Cây,Đúng sai về Cây,Thuật toán Kruskal,Cho ma trận tìm đồ thị,Cho ma trận tìm đồ thị 2,Chọn cách biểu diễn - trọng số 1,Tính trọng số của cây khung,Tính trọng số của cây khung,Tính trọng số của cây khung,Tính trọng số của cây khung,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Kruskal,Thuật toán Prim,Thuật toán Prim,Thuật toán Prim,Tồn tại cây khung,Tồn tại cây khung,Tồn tại đồ thị,DFS 1,DFS 2,DFS 3,DFS 4,DFS Path 1,DFS Path 2,DFS Path 4,DFS Path 5,Đường đi 1,Đường đi 2,Đường đi 3,Đường đi 1,MultiChoice_vohuong 1,MultiChoice_vohuong 2,Xác định đỉnh trong tìm đường 1,Xác định đỉnh trong tìm đường 2,Xác định đỉnh trong tìm đường 4,Xác định đỉnh trong tìm đường 5,Permutation 2,Permutation 1,Câu 1,Câu 1 (copy),Câu 1 (copy),Nhận diện topology,TB - Ly thuyet Dijkstra,Ly thuyet Dijkstra,bipartite graph DEF,bipartite graph DEF (copy),bipartite graph DEF (copy),bipartite graph DEF1,bipartite graph DEF1,bipartite graph DEF1,Graph đầy đủ,Graph đầy đủ (copy),Ly thuyet,Ly thuyet,"Số lượng dãy tăng, giảm (2)","Số lượng dãy tăng, giảm (3)",Câu hỏi 1,Câu hỏi 3,Câu hỏi 5,Câu hỏi 1,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 5,Câu hỏi 1,Câu hỏi 2,Câu hỏi 3,Câu hỏi 4,Câu hỏi 3,Câu hỏi 4,Câu hỏi 5,Lát cắt cực tiểu,Lát cắt cực tiểu,Lát cắt cực tiểu,Tính luồng cực đại,Tính luồng cực đại,Tính luồng cực đại,Tính luồng cực đại,Đúng sai về Cây,Đúng sai về Cây,Chia kẹo - instance 1,Chia kẹo - instance 2,Chia kẹo - instance 3,Chia kẹo - instance 4,Chia kẹo - instance 5
25480,Kip2,25.5,31,82.26,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,0.5,Không có,Không có,Không có,1,Không có
25482,Kip2,15,32,46.88,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,0,1,0,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,0,1,Không có,Không có,1,Chưa làm,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có
25484,Kip2,18.5,31,59.68,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,0.5,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,0,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có
25490,Kip2,23,32,71.88,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,1,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,0,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,2,Không có,1,1,Không có,Không có,Không có,Không có
25499,Kip2,17.5,31,56.45,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,0,Không có,Không có,1,Không có,Không có,1,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0.5,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có
25500,Kip2,15.5,31,50,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,0.5,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,1,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,1,Không có,0,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,0,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
25502,Kip2,13.5,31,43.55,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0.5,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,0,Không có,Chưa làm,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có
25506,Kip2,29,31,93.55,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,0.5,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,0.5,Không có,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có
25513,Kip2,23,31,74.19,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,2,Không có,1,Không có,Không có,Không có,Không có,0
25517,Kip2,Chưa làm,0,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
25520,Kip2,8,32,25,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,1,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,1,Không có,Chưa làm,Không có,Không có,0,1,Không có,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,0,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,0,Không có
25521,Kip2,23.5,32,73.44,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,0,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,2,Không có,Không có,Không có,0.5,0,Không có,Không có,Không có,Không có
25522,Kip2,23.5,31,75.81,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,0.5,Không có,Không có,Không có,Không có,1,Không có
25525,Kip2,17.5,32,54.69,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,0.5,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,0,Không có,0,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,1,Không có
25526,Kip2,13.5,32,42.19,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Chưa làm,Không có,0,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,1,1,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,0,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,Không có,0.5,Không có,Không có,Không có,1,Không có
25534,Kip2,16,31,51.61,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Chưa làm,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,0,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,0.5,Không có,Không có,Không có,0,Không có,Không có,Không có,0.5,Không có,Không có,Không có,0,Không có
25536,Kip2,14.5,32,45.31,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,0.5,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,0,Không có,Chưa làm,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có
25540,Kip2,15,31,48.39,Không có,Không có,Không có,0,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,0,0,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Chưa làm,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,0,Không có,Không có,Không có
25541,Kip2,10,31,32.26,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Chưa làm,1,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,Không có,0,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Chưa làm,Chưa làm,Không có,1,Không có,Không có,Không có,Không có
25542,Kip2,21,32,65.62,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,1,1,Không có,Chưa làm,Không có,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,2,1,Không có,Không có,Không có,0,Không có,Không có
25548,Kip2,24,32,75,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,0,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,1,0,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,2,1,Không có,Không có,Không có,Không có,Không có,1
25552,Kip2,12,31,38.71,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,1,Không có,0,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,Không có,0,Không có
25554,Kip2,22.5,31,72.58,1,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,0,Không có,1,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,1,Không có,1,Không có,0,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,0.5,Không có,Không có,Không có,2,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có
25555,Kip2,26,32,81.25,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,2,1,Không có,Không có,Không có,Không có,1,Không có
25556,Kip2,6,31,19.35,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Chưa làm,0,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Chưa làm,Không có,0,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,1,0,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có
25557,Kip2,11.5,31,37.1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,0,1,1,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Chưa làm,Không có,Không có,Không có,0,Không có,Không có,Không có,0.5,Không có,0,Không có,Không có,Không có
25558,Kip2,19.25,31,62.1,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,1,1,Không có,0,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,Không có,0.25,Không có,1,Không có,Không có,Không có,Không có
25561,Kip2,17,31,54.84,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,1,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,0,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,0,Không có,1,Không có,0,Không có,Không có,Không có,Không có
25565,Kip2,19,31,61.29,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,0,Không có,1,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Chưa làm,Không có,1,Không có,1,Chưa làm,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có
25567,Kip2,22.5,31,72.58,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0.5,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,1,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,2,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1
25573,Kip2,Chưa làm,0,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
25728,Kip2,10,31,32.26,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,0,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0
25826,Kip2,17.5,31,56.45,Không có,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,1,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Chưa làm,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Chưa làm,Không có,Không có,Không có,0.5,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có
